Username,Tweet,Yearly Pay
CaribouQ,"""@salaryfairy prediction: $72,000 (84% confidence)"" Huh. #TalkPay","$72,000.00"
spine_cone,"Software Dev w/ BA in CS, 3 years exp, $72k/yr. sometimes self-conscious abt that being too low and other times abt being too high. #talkpay","$72,000.00"
othiym23,"#talkpay DM ""Sr. Front End Engineer, ATX, trans woman, 7yrs exp. $72K""","$72,000.00"
alockhart40,"#talkpay is weird but okay... I make $71,000 as an RN but more importantly I have the flexibility to take care of my family! #Priorities","$71,000.00"
gnuconsulting,2005 Micron Sr. Linux Admin (moved internally) $70k; 2006 Cabelas Sr. Linux Admin $70k; #talkpay,"$70,000.00"
pizzaops,"2013-2014: Support Engineer at @puppetlabs - $70,000 #talkpay","$70,000.00"
phneri,#talkpay last year I made ~$70k from two sources. Teaching 8-12 credits/semester and op. management. teaching was less than 20% of that,"$70,000.00"
joshsimmons,2002-2013 freelance web dev &amp; agency/startup owner: ~20-40k 2013-present community manager: ~$70k Knowledge is power. Keep sharing. #talkpay,"$70,000.00"
jordantcullen,"#talkpay Design Lead for startup, 4 yrs experience = $70K. First job as designer at branding studio = $40K for 3 years, no raise.","$70,000.00"
josh_soucie,"In observance of International Workers' Day, I am a #mechanical #engineer with &lt;1yr exp. making $70k USD in #oilandgas. #talkpay","$70,000.00"
machuga,"2011-2012: Web Developer: $40k 2012-2013: Sr. Web Dev/Proj Coord: $60k remote, $70k when half remote/half on site #talkpay","$70,000.00"
webinista,"In ATL, started full-stack web dev at $42K in 2003. Hit $70K at a different company with company-paid healthcare by 2008. #talkpay","$70,000.00"
ciakraa,"Starting salary as a software engineer outside of Boston, no degree: $56,000 Current salary with almost 3 years experience: $70,000 #TalkPay","$70,000.00"
spaceninja,"Sr Front-End Dev at 50+ person agency, 11yrs exp, $70k #talkpay","$70,000.00"
haileekenney,"Associate Software Developer, fresh out of college (BS EE, CS minor) with two previous internships (same company), $70k/year #talkpay","$70,000.00"
epersonae,"#talkpay as a WA state employee, my salary's public record! in the union, so it's on a grid: ITS4, step L (IIRC), ~$70K, Olympia WA.","$70,000.00"
alicegoldfuss,Starting Salaries 2011-2015 Tier 1 Support - $25k Tech Support Engineer - $52k Software Engineer - $64k SRE - $70K #talkpay,"$70,000.00"
juliepagano,"Later found out that a man on the team who was terrible at his job &amp; not a manager made ~$70k/year, $20k more than me. I was angry. #talkpay","$70,000.00"
shovemedia,"#talkpay I started my career in the high $20s, worked many years @ $40k, then many @ $60k-$70k. When Flash “died”, my income halved.","$70,000.00"
steveellwood,"#talkpay old white dude, solution design $70k or thereabouts (but 37 vacation days/ car/medical /free broadband/homeworker/retire at 60)","$70,000.00"
silvermink,"Okay, why not: software engineer in Vancouver, white queer cis male, about 6 years experience, recent roles ~$70k, current higher. #talkpay","$70,000.00"
hawkieowl,"#talkpay my previous position as a ""Software Developer"" in Perth was $70K AUD/yr","$70,000.00"
Z00kiehne,"#talkpay amateur porn star startup $69,000 but there is stiff competition and lots of holes to fill","$69,000.00"
brookshelley,"Good morning. Today is #talkpay and with 10 years of IT/support experience, I make $69k as a support engineer","$69,000.00"
toddhgardner,"As an ""employee"" developer in IT, I made $69K. I left to contract and literally doubled it the next year. #talkpay","$69,000.00"
RainierOunce,"#Talkpay Ideally, working at Washington's DOH as a Epidemiologist. Median salary: $69k","$69,000.00"
DarthPreben,"Fresh out of college Associate Software Developer with a BS in CS with two previous internships, $68k/year #talkpay","$68,000.00"
radiomorillo,"Cis Asian woman in Seattle, Junior full-stack dev w/ no degree. First dev job. $68k salary + ~10k eq #talkpay #POC","$68,000.00"
aileenchen,"2005, 1st job as IT Associate Business Analyst for a CA company: $50k. Left that company in 2007 making $68k as an IT BA (I think). #talkpay","$68,000.00"
othiym23,"#talkpay DM ""NYC, Marketing/Innovation Consultant, cis het WM, same company PT Intern - $0 FT 2013 - $45k 2014 $60k Now $67k""","$67,000.00"
scottelundgren,"#talkpay dev &amp; ops 2004 - .edu, $45K, Charlotte 2005 - .edu, $50K, Charlotte 2006 - 2009 - .edu, $67K, Charlotte","$67,000.00"
iamchrisser,"#talkpay - uncomfortable but important. Data/metadata librarian, 3 yrs post-MLIS. Negotiated to start at $62, now $67k. White cis male.","$67,000.00"
terrell_dt,"2013-today: Promoted. Analyst Programmer III, ~$67k yr, full benefits. No more rungs on the ladder to go up, but it’s a fun gig. #talkpay","$67,000.00"
juliepagano,"Early 2012, I moved to a product engineering role at same place. Bumped to $67k/year. We were acquired by IBM shortly thereafter. #talkpay","$67,000.00"
eiridescent,"#talkpay As a software engineer in a relatively affordable major metro area w/95% of my exp in ops &amp; IT, I'm making $66k.","$66,000.00"
rabcyr,"I make about $66k in Buffalo as a software dev, 3 years professional exp, support spouse and 2 kids. #talkpay","$66,000.00"
kwuchu,"#talkpay Offer I had at a startup in Chicago. Base pay was $66,000/year. Think I had 0.4% equity.","$66,000.00"
DamianEdwards,I worked at one place for 7 yrs at $55-$65k pa. I left and &lt;3 yrs later was on &gt; 2x that #talkpay,"$65,000.00"
OfferLetterIO,"Anon #Talkpay: Sales at a enterprise-targeted Toronto tech company. $65k salary, $10k stock on 4 year vesting period, no bonus/commission.","$65,000.00"
pelavarre,US$27K @ IBM 1987. Warp to $45K when I spoke of leaving. $65K starting next city in 1994 at EMC/Iomega. #talkpay @,"$65,000.00"
MattAHorton,"Out of undergrad, I made $65k in Tulsa, OK as a Software Engineer. Don't feel comfortable sharing my internship pay this summer. #talkpay","$65,000.00"
_beechnut,"#TalkPay: 2011-13 Non-profit admin: $34,000 13-15 Junior web dev at a public-sector agency: $65,000","$65,000.00"
KielO,"2010: SF, iOS software engineer, $65k. I used to think markets clustered salaries really well. I know better now. #talkpay","$65,000.00"
missambear,2011-2012: QA Engineer $50K 2012: Social Media Manager $40K 2013: Creative Strategist $65K #TalkPay,"$65,000.00"
jstevh,"Interesting, but current situation is depressing as unemployed. But I peaked out at $65k per year in 2002 as a software developer. #talkpay","$65,000.00"
Dirk_Gently,2010: $15/h 2011: $21/h 2012: $20/h 2013: $17/h 2013: $65k/y freelance software dev (note this is while i was in university) #talkpay,"$65,000.00"
christinamcc,"Ok, #talkpay is scary but so is anything worth doing. Los Angeles private school librarian; experience: 2yrs post-MLIS, 4yrs paraprof; $65k.","$65,000.00"
davidwalshblog,That was back in 2004. Left that job 5 years later at ~$50k. Next job started $65k and they added because I asked for too little. #talkpay,"$65,000.00"
pete_higgins,"#talkpay First ""real job"" out of college started at $55k, raised a few years later to $65k. I think they eventually bumped me to ~$75-80k.","$65,000.00"
brownleej,"#talkpay First job out of college was as junior developer in 2011. Started at $45K, bumped to $65K later that year.","$65,000.00"
sevillehs,"#talkpay 21yo: $65k contract, arts, in a small city related tweets:","$65,000.00"
EccentricTomboy,"I like #talkpay - points out just how out of whack tech salaries are now. I'm a BA in web dev that makes $65k - that's low for my skill, tbh","$65,000.00"
calebthompson,02: $42k IT helpdesk/web dev '05: $65k CRM/app dev '10: 102k senior app dev '15: 103k senior web dev Mass/male/white #talkpay,"$65,000.00"
TheRedGrrl,#talkpay I'm a 1099 Content Strategist in DC and earn about $65k/yr. So that means no benefits and I pay all the payroll taxes myself.,"$65,000.00"
escowles,"2002: grant-funded project, started telecommuting $65k #talkpay","$65,000.00"
iroc,"#tbt for #talkpay, once upon a time I got $65k but my pay was cut 15% because our business was struggling…coworker got a huge raise to stay","$65,000.00"
kantrn,"Programmer and FOSS developer. 8 years in tech (10 in FOSS overall). Made ~$65k last year, mostly self-employed on FOSS server ops. #talkpay","$65,000.00"
edrabinski,"#talkpay base $64K, get 2% bump w tenure, add a couple stipends for assessment &amp; strategic planning work. $5K/course as adjunct. #librarian","$64,000.00"
TheBOMBSHELL,"2011. Black Female, IT solutions Analyst/developer with Everis USA $43k. 2015 $63k Database Marketing Admin/Sas Prgmr with a Bank #talkpay","$63,000.00"
UofSCComputer,Wondering how much people get paid in the tech industry? Check #talkpay now. Average reported starting salary for CSE BS May 2014 was $63K,"$63,000.00"
yaelwrites,Freelancing income started at $18K my 1st year &amp; topped out at $63K. Probably ~40K this year b/c I'm doing work I care about. #talkpay,"$63,000.00"
calebthompson,female/white/30's/frontend atx bootcamp grad ~$63k benefits+culture = good thinks she makes less than male bootcamp grad coworker #talkpay,"$63,000.00"
npeihl,"First job after college: 2005, Palm Desert, CA $34K as GIS Technician. Now, $63K as GIS Coordinator in WA. Both jobs public sector. #talkpay","$63,000.00"
HeatherOhana,"First full time Drupal dev job $55k in 2011, Beaverton. I was a bad fit for the company. Stayed 2.5 years. Ending salary $62k. #talkpay","$62,000.00"
bitpixi,"#talkpay BFA degree. 1.5 yrs in Startups: Web Dev, UX &amp; Visual Designer: $500.00 Day Job: $8.4k + room. Seeking $60k for UX/Visual Design.","$60,000.00"
_jamiewilson,Joining in on #talkpay from NZ. My startup founder salary: $60K. Started at 50 in 2010 to 70 in 2013 (pre startup) as a Front End Dev.,"$60,000.00"
elcanovi,Lol somehow #talkpay evolved from a gender discrimination/low wage worker call to action to tech workers bitching about $60k a year LOOOOOOL,"$60,000.00"
TheBrisketeers,"Time to #talkpay until last year as eng manager -$60k, now work remotely and not managing, engineer III in same company 75k. 1/4 the stress.","$60,000.00"
brainlesssteel,When thinking about bay area salaries shave off ~30% for cost of living inflation. I'd be making $60k or less anywhere else #talkpay,"$60,000.00"
darkstar022801,"Dec 2012 - Feb 2013: $20K, March - June: $30, July - Dec: $35, Jan - July: $47,500, August - Current: $60K #talkpay All thanks to a mentor!","$60,000.00"
PrestonGuillot,"Fresh from CS undergrand 2006 - MS offer: sole dev, ecommerce site, build and maintain: $25k/y - CA offer: jr dev-billing: $60k/y #talkpay","$60,000.00"
wattengard,Been in same devjob since late 2008... Currently @ $60000/yr. Have no clue if it's high or low since I'm only dev inhouse. #talkpay #norway,"$60,000.00"
RabbitMalice,"Developer Support (3 years fulltime) - $60,000 CAD #talkpay","$60,000.00"
tanyaxshort,"My first offers as a junior game designer were $20k, $40k, and $60k. Guess which one I took. #talkpay","$60,000.00"
FeyNudibranch,"#talkpay is *crucial* for Community Managers. When I was a coordinator, I made $40k As a Senior CM I make over $60k 3 yrs exp, Portland, OR","$60,000.00"
othiym23,"#talkpay DM ""31y/o white female - nonprofit fundraising, MA, 6yrs exp, NYC: $60K. Other salaries (ordered, post-MA): $38K, $40K, $35K, $45K""","$60,000.00"
TexterDesign,"I make less than $60,000 a year working as a freelance designer in San Francisco. I'm happy. #TalkPay","$60,000.00"
jstevh,"Went from $24k US at technical support in 1998, to $35k US in 1999 as a starting developer. To $60k US in 2000 as a Java developer. #talkpay","$60,000.00"
kpeatt,I made $40k/year out of design school doing marketing design. Moved to a startup and started at $34k. Raised to $60k after 3 years. #talkpay,"$60,000.00"
tyten,"My current job is public record, $60k + $10k for teaching. #talkpay","$60,000.00"
the_mckern,"I started at The MathWorks in late '06, as Help Desk @ $45k/year, which became $60k/year in SysAdmin role in 'early 08 #talkpay","$60,000.00"
DataMiller,"Working in a small metro, I have a 15 minute commute. To afford the same in Boston, SF or NY, I'd need to clear another $60k #TalkPay","$60,000.00"
xan_tronix,#talkpay The most technically challenging pay work I've done was for a Dallas-based startup wherein I made $60k/year,"$60,000.00"
justkelly_ok,"In 2006 when I started out fresh from undergrad: NYC, $60k salary, I think around $10k bonus. #talkpay","$60,000.00"
lsblakk,"Earning $60K plus benefits first year as a 35 year old new grad, I paid off all my debts in the first year, living like $20K/yr #talkpay","$60,000.00"
lsblakk,#talkpay is a scary concept. I class-jumped big time about 6 years ago going from ~4K-10K a year to $60K for my first year FTE,"$60,000.00"
radiomorillo,"Latina, Developer w/10 years of experience Salary: $60K #talkpay #POC","$60,000.00"
courtneyseiter,"1st job, NYC: Conde Nast editorial asst: $26K 7 yrs @Tennessean/Gannett, Nashville: $35-$60k Buffer: #talkpay","$60,000.00"
melissagira,"#talkpay Though my most high-paying job was neither writing or sex work: it was working at a foundation ($60K salary, benefits, etc)","$60,000.00"
radiomorillo,"Junior Front End Developer - Nashville (African-American) 2014: $55,000 2015: $60,000 #talkpay #POC","$60,000.00"
tableflipclub,"FT Junior Network Engineer for Bay Area non-profit $60k; woman, 2 years experience, no raises given at org #talkpay","$60,000.00"
franceshocutt,"Research asst, med chem, $45k entry-level + 5k signing bonus. Multinational pharma company. $58k after 3 years (research associate) #talkpay","$58,000.00"
EMEACloudGuy,About $26k less than last year and about $58k less than 2009 #talkpay,"$58,000.00"
amjithr,First job out of school (2008) software engineer. Master’s degree. $58K/yr. #talkpay,"$58,000.00"
evilgaywitch,"2008: First job I had out of college, zero experience, and mostly a glorified sysadmin: $58K #talkpay","$58,000.00"
shoobah,#talkpay as a Web developer in Sweden I make $57348 a year. Minus taxes.,"$57,348.00"
frankcifaldi,"Anyone done #talkpay about employment editing video game sites? Over 8 years or so with a break, ending 2008 I went from about $42k to $57k.","$57,000.00"
coxn,#talkpay while in grad school I worked part time for various clients. If I had been full time at that rate I would have made ~$56k.,"$56,000.00"
mrstevengomez,"I suppose I'd be super comfortable if I made, say, $55K-60K. Don't need much more than that. Inflation will change that, of course. #talkpay","$55,000.00"
enamelanimal,Why not #talkpay? I am a web developer with approximately 4 years experience. First job - $36k-$40k (2 years) current - $45k-$55k (2 years),"$55,000.00"
valthonis,Security guard: '03 $27k/y Software engineer: '07 $35k/y (startup) '12 $52k/y (ind. contractor) '14 $55k/y (current salary) #talkpay,"$55,000.00"
MinaMarkham,"Before tech, I was in print advertising making $35-$55k. I won’t disclose my current salary for various reasons. #talkpay","$55,000.00"
dustinbrownman,And at my current job... Epicodus (2015) - $55k + $3k health stipend after 1.5 years experience. #talkpay,"$55,000.00"
GarganoLee,"As a senior designer at the same place, in 2012: $39K, 2013: $46K, 2014: $55K - I left in Aug that year to go freelance. #talkpay","$55,000.00"
Five_Three,"Non-attorney legal professional at a Fortune 300 healthcare company - 7 years' experience - $55,000/year #talkpay","$55,000.00"
limedaring,"1st job as a web designer, started at $40k. At $55k I was convinced by others that I was underpaid, and got a 55% pay raise. #talkpay","$55,000.00"
tableflipclub,"frontend dev, self taught, white trans woman, working in tech for 6 years, $55k. chicago #talkpay","$55,000.00"
abackstrom,"2012, Web developer, public university in New Hampshire, pre-transition (presenting male), $55k/year #talkpay","$55,000.00"
Michaelrapa,This is a big deal! #talkpay I made $40-60k working as a Systems Administrator from 2007-2015. Currently salaried at $55k as an Illustrator,"$55,000.00"
Jonplussed,"so after reading #talkpay, I'm definitely going to beat the $55k (after 6 years prof. programming) from my previous job at my next","$55,000.00"
marick,"I made USD$54,788.85 from “Functional Programming for the Object-Oriented Programmer” (Surprised me too.) #talkpay","$54,788.00"
rightkindofme,"My teaching job paid me $54k/year &amp; I thought I was rolling in money. My 1st book sold enough to pay off the ISBN, not the editor. #talkpay","$54,000.00"
GregFranko,"I graduated from college 4 years ago and started at $54k. Today, I make double that. I saw a 30k raise moving to LA from VA. #talkpay","$54,000.00"
radiomorillo,"Asian Male Design Lead New York digital agency, 2013-2014 $54k #talkpay #POC","$54,000.00"
Exhaust_Fumes,Should also add: I was offered $54K to start in 2006. Another school in tiny town offered me $53K &amp; I asked for more $ because NYC #talkpay,"$54,000.00"
ashedryden,"Since we’re doing #talkpay: I make $19k from donations, $45k from consulting work, nothing from AlterConf. Income after taxes: ~$54k","$54,000.00"
ben_chaotica,"I'm sole VB6 dev for niche desktop app, (work from home) in Auckland NZ, ~13 years exp, NZ$54k p/a before tax. #talkpay","$54,000.00"
TrevMcKendrick,"I’ll play. 1st year auditor, KPMG, Silicon Valley: $53k #talkpay","$53,000.00"
michiexile,"Looking over my salaries in #talkpay, translate to US$/year, $20k, $53k, $52k, $47k. All were fixed salary schedules. #PhD #postdoc","$53,000.00"
klausa_qwpx,"#talkpay went from around $14k to $23 in Poland over two years, now slightly over $53k in Berlin (iOS dev.)","$53,000.00"
michiexile,"#talkpay My first postdoc, Stanford, US$53k/year. Second, St Andrews, £35k/year. Third, KTH in Stockholm, SEK 408k/year.","$53,000.00"
kerrizor,"Ok, let's #talkpay! I made $53k/year after 5 years working at AMZN","$53,000.00"
cbrewbs,"#talkpay 7 years grad school 0 in industry, $53k year @Telligen as a junior java dev.","$53,000.00"
maryofdoom,"Then most recently, marketing manager at smaller company, $52k/yr (2014-2015) #talkpay","$52,000.00"
sevillehs,"(some time ago) 20yo - no degree (self taught) - first web dev job - annual was AUD$52,000 -- but left, to do something else. #talkpay","$52,000.00"
brockatkinson,#talkpay $51k after tax + 9% superannuation as a casual / contract full-time front-end web developer - but no holiday pay or sick leave,"$51,000.00"
RolenTLe,"median HH income in the US is $51K, we in tech should be grateful and think about how we can help others who aren't as fortunate #talkpay","$51,000.00"
McMillanSean,"#talkpay When I started, fresh out of college, I made $51k. That was in Chicago.","$51,000.00"
randomfrequency,"Adjusted for inflation, I made $51k/yr (CAD) when I started in this industry 17 years ago. #talkpay","$51,000.00"
InvisibleJimBSH,I want San Fran to pay all members of #GamerGate $50k/year not to crash your comfortable 10th percentile wage brackets we pay for. #talkpay,"$50,000.00"
Owly,Got a $50K advance for a 2 book deal from S&amp;S. Not bad. Other publisher took 25%. Main editor left. Books took 4 years to produce. #talkpay,"$50,000.00"
ecormany,"started 1/2014. highest non-manager role doing applied linguistics (NOT computational): $50K, benefits. no bonus, no COL increase. #talkpay","$50,000.00"
dhindes,#talkpay $50k when I was editor of PCPP,"$50,000.00"
tech_henrywong,"My first job out of @rensselaer was about $50,000 USD #talkpay","$50,000.00"
DevNambi,"01-04 Sysadmin @ Atlas, $50K 04-08 SWE @ Atlas, 90K 09-12, Senior SWE @ MSFT, 210K w/ bonus 12-15, Data Scientist @ UW, 101K #talkpay","$50,000.00"
lyzidiamond,"I thought I was going to be taking a pay cut to do a fellowship in SF, but extra funding raised the rate. $50k/yr. #talkpay","$50,000.00"
NormanShamas,Recent pay history: $14k graduate student instructor @UMNews $50k @1977Creative $42k @TechChange Much happier at small #edtech org #talkpay,"$50,000.00"
MaryEmilyOHara,"$35k as union organizer '02, $75-100k as stripper '04, $25k journalist '13, $50k staff writer '14/15, -$24k now. #talkpay","$50,000.00"
TheLiebowitz,Starting salary at Apple as an engineering IC3 in 2010: 92k with $50k vesting over 4 years #talkpay,"$50,000.00"
kaequan,"By the time I left, I was making close to $50K (Canadian, mind you). Also, please don’t sue me Apple. #talkpay","$50,000.00"
jonathansampson,"Paid $16k/yr in '01. Afterwards full-stack for $15k. Asked for a raise after two years, got $30k. Started .NET dev in 2007 for $50k #talkpay","$50,000.00"
mikey_p,"Senior dev position in 2008 at small startup, $50k with no benefits. #talkpay","$50,000.00"
davethegr8,"When I started out as a webdev (~10yr ago), I first made $32,500. Took 6 years to get to $50k. #talkpay","$50,000.00"
bradcolbow,I went freelance in 2007 because I couldn't find a job that would pay over $50k in CLE. Best move I've ever made #talkpay,"$50,000.00"
merveille,"I've worked in academic-flavored biotech for 10+ years, 8+ with my current ""startup"". This is the first year I've made over $50K. #talkpay","$50,000.00"
Sam_mcgahan,"Starting pay as a mobile device tech $25,000 a year. Starting pay for a support engineer $50,000 a year #talkpay","$50,000.00"
dodeja,"#talkpay as a founder. 2008 - 10: No pay @Mugasha. 2011: ~$50k freelancing, moved to SF. 2011 - 2013: $26k/year while working on @picplum","$50,000.00"
radiomorillo,Black male web developer with no degree: (2015) $50K Web designer in 2012: $36K #talkpay #POC,"$50,000.00"
puffnfresh,"Misconception: recruiting people from India and ""places like that"" means lower salaries since ""they'll just work for $50k"" #talkpay","$50,000.00"
othiym23,"#talkpay DM ""full stack JS + Java, only dev in dept @ Midwest Uni, $50k, no bonus/raise/growth, WW""","$50,000.00"
othiym23,"#talkpay DM ""history is 22 yo - $25K, then grad school, 24 - $40K, 25 - $45K, 26 - $50K - fem writer, city dweller""","$50,000.00"
dddagradi,#talkpay Pittsburgh 09 - BS in Computer Science 09 - $20k + equity 11 - ~$50k ^ same,"$50,000.00"
foodgoesinmouth,"#talkpay 2008, full time Junior UI dev at SLO agency, $50k. 2009, 56k. 2010, 65k.","$50,000.00"
k3nnr,"A SF startup offered me $50k and only 1k relocation cost, no equity and no benefits to be lead QA and part PM. #talkpay","$50,000.00"
laceynwilliams,"Today: Sr. Software Dev/Analyst at a public university w/3 years experience, trained in-house. $50,000. #talkpay","$50,000.00"
seanwolter,"#talkpay If you’re a junior iOS dev in Chicago, even a shitty one, please don’t go out for less than $50k/year or great growth potential","$50,000.00"
radiomorillo,"WOC, Sr. Research Assistant, Academia $50K. Two masters: Public Policy, Higher Ed. 5+ yrs of experience, 30 yrs old. #talkpay #POC","$50,000.00"
phillmv,"#talkpay 2010-2014 I made $18k, low $30ks, $50k. No bennies - but time flex. Pro tip: sort out yr mental health *before* freelancing f/t.","$50,000.00"
grmpyprogrammer,#talkpay Crossed the $50k/yr in 2004. Learned that I was bad at negotiating salaries and raises,"$50,000.00"
juliepagano,"My options turned into ~$50k at acquisition, somewhat making up for years of being underpaid. #talkpay","$50,000.00"
juliepagano,"3-4 years later, still at the same job. I’ve gotten a few small raises. Made a manager in prof services. Bumped up to ~$50k/year. #talkpay","$50,000.00"
mrstevengomez,"I'm in public admin/finance, and at a little under $48K I'm actually one of the higher paid people in my field. #talkpay","$48,000.00"
gortok,"Interesting to note companies that saw previous income was $48K in NC tried to underbid me in DC, though living costs 40% more. #talkpay","$48,000.00"
kerem,"First job in SF right outta school $48k as a designer in gaming industry, no raises for 4 years. #talkpay","$48,000.00"
admiral_baby,"LAUSD public school teacher, after 8 years, with a master's degree: gross pay = $48,000 #talkpay","$48,000.00"
ag_dubs,"as a middle school science in the NYC public school system, 2008-2011 i made $48k, had to pay for most of my supplies out of pocket #talkpay","$48,000.00"
securityduder,"$47,500 + a van #talkpay #physec #booyah","$47,500.00"
crtr0,"My first job out of college in 2000 (CS degree) was as a web dev. I earned $47,500 in Washington, DC. #talkpay","$47,500.00"
TheSquink,"Okay, I'll play. My highest salary as a front-end programmer was $47k/year. As an academic/consultant, I make between $28-38k/year. #talkpay","$47,000.00"
ninavizz,"1998 Sr. Designer, major action-sports company: $40k 2000 Sr. Designer, another major action-sports company: $47k #talkpay","$47,000.00"
donpdonp,perspective: Portland city wide income average is $47k/year #talkpay,"$47,000.00"
nathanpruitt,"25 white male. Been in IT for 7 years. No degree. Now a Systems Admin for a medium TPA. Making $45,900/yr #talkpay","$45,900.00"
cinnamaldehyde,"Went to college, earned 2 BS degrees. (Emphasis on the BS.) Made $45k as a chemist for Big Pharma. 2007. #talkpay","$45,000.00"
ADovichi,"#TalkPay As an entry level designer fresh out of school, I got $45k. Over 10 years ago. Pay hasn't risen along with cost of living enough.","$45,000.00"
tbridge,"As a member of an IT department at a non-profit in DC, I made $45k in 2005. I had a well-funded 403b that made up for lack of $. #talkpay","$45,000.00"
moonlet,"I would love to #talkpay in #nonprofit #socialservices. White cis woman, no advanced degree, 5 years, $45K.","$45,000.00"
Frostbeard,I started out in web dev making about $45k/yr. That was with no degree and no professional experience; I was a hobbyist. #talkpay,"$45,000.00"
ed_win_s,"Previous jobs in Mobile, AL: Programmer Analyst, ~$30k, 2008-2011. Senior Programmer Analyst, ~$45k, 2012. Way below national. #talkpay","$45,000.00"
pizzaops,"2012-2013: Lead Systems Engineer - $45,000 IN NEW YORK CITY #talkpay","$45,000.00"
tithonium,"Moved to making $45k/y, with benefits. Then to Amazon, with a slight pay cut (43?ish). #talkpay &gt;","$45,000.00"
kpteasdale,#talkpay #talkpay #talkpay Nonprofits pay very poorly! At my last job I was responsible for $1.5M a year and I made $45K.,"$45,000.00"
jessicaivins,"(1/2) I earned $33k at my first job, then found out the guy doing the same work as me (with one year less experience) made $45k. #talkpay","$45,000.00"
mjgiarlo,I had been working effectively pro bono for a rural ISP (#itscomplicated) when I took an academic IT support job for $45K in '99. #talkpay,"$45,000.00"
neongolden,"#talkpay front-end dev for small liberal arts college, 2007-08: $36k/yr Client services at ad agency (2008-2009): $45k + commission (small)","$45,000.00"
terrell_dt,"2012-2013: Analyst Programmer II in university library, started at $45k/yr. #talkpay","$45,000.00"
escowles,"1998-2000: first library job doing docs/tech support $35k, transitioned to dev job $45k #talkpay","$45,000.00"
anarchivist,"#talkpay First permanent staff position: assistant archivist, research library in a science-based nonprofit org. $45K/year. Benefits!","$45,000.00"
shamanime,#talkpay primary job: $17k (full-time). Side work: $45k (remote).,"$45,000.00"
ink_teef,"Hey #talkpay 4 yrs experience as associate editor = $32,500/yr. 2 yrs+no raise. Glassdoor assigns that role $44,000 for Chicago. oof.","$44,000.00"
antonpeck,"#talkpay ~$44K. UI/UX Director, Front-End &amp; App Dev, AR. No benefits. No profit sharing.","$44,000.00"
robinoula,"Made $43K/yr in '08 calling inbound leads. By '11, I was creating &amp; running entire mktg campaigns at the same co. For the same pay. #talkpay","$43,000.00"
sanspoint,"Now I'm making $43k/yr working as a web producer in medical journalism, barely keeping my head above water. #talkpay","$43,000.00"
stillmoms,"At 30, disillusioned with games and creatively burnt out, I started a new career in IT. I’m currently making $42K/yr w/ benefits. #talkpay","$42,000.00"
stillmoms,I interviewed at a AAA games publisher and they offered $42K/yr + benefits to be the only video editor in the company (mktg). #talkpay,"$42,000.00"
ampressman,"Made $22,000 at my first job in NYC in 1989. Inflation adjusted? $42,000. Not bad. #talkpay","$42,000.00"
EricaJoy,"2005 - Desktop Support Technician - Atlanta, GA - $42,000/yr 2006 - IT Field Technician - Atlanta, GA - $39,000/yr #talkpay","$42,000.00"
issackelly,"DM: 4yr, F First FT job: Copywriting - $35k Next job: SEO/social media coordinator - $37k Current: SEM coordinator - $42k #talkpay","$42,000.00"
othiym23,"#talkpay DM: ""$42k, marketing coordinator, no benefits. Last job was $37k but had benefits. Was laid off in July.""","$42,000.00"
teamkoontz,15 years ago I started as a Jr. Buyer at $42k. Today I'm a Sr. Sourcing Analyst at nearly twice that. #talkpay,"$42,000.00"
tinyhonkshus,"1st post-BA bench job at CRO (2 yrs): $36k, Final salary after 4 years as research tech at Ivy League med school: $41k #talkpay","$41,000.00"
notrevenant,"#talkpay 2012: took my first job in financial software in Jacksonville, FL. i quit 1.5 years later, after a ""raise"" from $40,000 to $40,400","$40,400.00"
BrandonSweany,My total compensation for the year was around $40k but I didn't disclose my Supporter Group Money as per league policy. #talkpay #rctid,"$40,000.00"
BilabialBoxing,"$40k at national non-profit in Twin Cities. Coming from AmeriCorps, seems like a fortune. Compared to other #talkpay tech salaries, less so.","$40,000.00"
Jasmine_Shea,"I used to support 2 people on $20k. Now support myself on $40k, low COL. No added happiness, but finally able to pay student loans. #talkpay","$40,000.00"
am3thyst,the moment I realized I needed to negotiate salary better: when a coworker told me he made $40k more than me #talkpay,"$40,000.00"
veryfancy,"My first dev gig was in 03. As an intern, I was offered $40k/yr + tuition to start working full time and finish my degree at night. #talkpay","$40,000.00"
KuraFire,"#TalkPay (cont’d): Then, instead of joining Google for tons of $$$$, I started my startup and had a ‘salary’ from F&amp;F funding of $40K~.","$40,000.00"
JesGearing,Mid-level marketing professional with 4 yrs experience: upper-$40k. Freelance on the side. Cis/woman/white #talkpay,"$40,000.00"
mikey_p,"First development job, junior dev, limited experience, $40k with no benefits in 2008 #talkpay","$40,000.00"
BoazKerenGil,"After freelancing and waitressing, managed to open my own web dev office, $40k at 22. A lot more to learn and do in the field! #talkpay","$40,000.00"
aloudfragment,"3 years at small private tech company, 1 year in current role: accounting + operations asst = $40k/yr. #talkpay","$40,000.00"
rillian,Made ~$20k as a teaching and research assistant in grad school in the 90's. ~$40k doing computer support. #talkpay,"$40,000.00"
foodgoesinmouth,"#talkpay Left agency early in 2010, on to freelance. 2010 total combined was $40k. 2011 freelance 66k. 2012, 105k. 2013, 95k. 2014, 51k.","$40,000.00"
peroty,"When I moved to DC in 2009, I was making $40k/yr salary. #talkpay","$40,000.00"
